Target,0,1,2,3,4,5,6,7,8,9,10,11
Amarillo,16,5,49,11,20,4,17,7,22,12,14,17
Amarillo,17,5,50,12,21,4,17,7,21,11,14,17
Amarillo,17,5,50,12,21,4,16,7,20,11,15,17
Amarillo,17,5,49,13,20,4,16,6,19,13,15,16
Amarillo,17,5,49,14,20,4,15,7,18,12,16,16
Amarillo,15,5,49,15,19,4,14,7,17,13,16,16
Amarillo,14,6,48,15,20,4,14,7,17,13,17,16
Amarillo,13,7,47,16,19,4,14,7,16,14,7,16
Amarillo,12,7,46,16,19,4,14,8,16,13,17,17
Amarillo,12,8,45,16,19,4,14,8,16,13,17,16
Amarillo,11,9,45,16,18,4,14,8,16,14,17,16
Amarillo,11,9,45,16,18,4,14,9,16,14,16,16
Amarillo,10,10,44,16,18,4,14,9,16,14,17,16
Amarillo,9,11,43,16,18,4,15,9,16,15,17,16
Amarillo,9,12,42,16,18,4,15,9,16,15,17,16
Amarillo,8,13,41,16,17,4,15,9,16,16,16,16
Amarillo,8,13,41,16,17,4,16,9,16,16,16,16
Amarillo,8,14,40,16,16,5,16,9,16,16,16,16
Amarillo,7,14,40,16,16,5,16,9,16,17,16,15
Amarillo,7,14,40,16,16,5,16,9,16,17,16,15
Amarillo,7,14,40,16,16,5,16,9,16,17,16,15
Amarillo,7,14,40,16,16,5,16,9,16,17,16,15
Amarillo,7,14,40,16,16,5,17,9,16,17,16,15
Amarillo,7,14,40,6,16,5,17,9,16,16,16,15
Amarillo,8,13,41,16,16,5,17,9,16,16,16,15
Amarillo,8,13,41,15,16,4,17,9,17,17,16,15
Amarillo,8,13,41,15,17,4,18,8,17,16,16,15
Amarillo,9,12,42,14,17,4,18,8,18,16,16,15
Amarillo,9,11,43,14,16,4,18,8,19,17,15,15
Amarillo,10,10,44,13,17,4,19,8,20,16,15,15
Amarillo,11,9,45,12,17,4,19,8,21,15,14,16
Amarillo,11,9,45,12,17,4,19,8,21,16,14,15
Amarillo,12,8,46,12,17,3,19,7,21,16,14,15
Amarillo,13,7,47,12,18,3,19,7,21,15,14,16
Amarillo,14,6,48,12,19,3,19,7,21,14,15,16
Amarillo,15,5,49,11,19,3,19,7,21,14,14,16
Amarillo,18,4,50,10,19,3,18,8,22,14,14,16
Amarillo,19,4,50,11,19,4,17,8,22,14,14,16
Amarillo,20,4,50,12,20,4,16,8,20,13,15,16
Amarillo,20,4,50,13,20,4,15,8,20,13,15,16
Amarillo,18,4,50,14,20,4,14,8,18,13,16,16
Amarillo,15,5,49,14,19,4,14,7,19,13,16,16
Amarillo,14,6,48,13,19,4,13,7,19,14,15,16
Amarillo,13,7,47,14,18,4,13,7,18,15,15,16
Amarillo,12,7,46,14,18,4,13,7,18,15,15,16
Amarillo,11,8,45,14,17,4,13,8,18,16,15,15
Amarillo,11,9,45,14,17,4,13,8,18,15,16,15
Amarillo,10,10,44,14,17,4,14,8,19,16,15,15
Amarillo,9,11,42,13,16,4,14,8,20,17,15,15
Amarillo,9,12,42,13,17,4,14,9,20,16,14,15
Amarillo,8,13,41,13,17,4,15,9,20,16,14,15
Amarillo,8,13,41,12,16,4,15,10,20,17,14,15
Amarillo,8,14,40,13,16,4,15,10,20,17,14,15
Rojo,7,14,40,13,16,5,16,10,20,17,14,15
Rojo,7,14,40,13,16,5,16,10,20,17,14,15
Rojo,7,15,40,13,16,5,16,10,20,17,14,15
Rojo,8,17,55,14,19,7,16,12,18,16,13,15
Rojo,8,17,55,14,19,8,16,12,18,15,12,16
Rojo,7,18,55,13,19,8,16,13,18,15,12,16
Rojo,7,18,55,13,19,8,15,13,18,15,11,16
Rojo,7,18,55,13,19,8,15,13,19,15,11,16
Rojo,7,18,55,12,19,8,15,13,19,15,10,17
Rojo,7,18,55,12,19,7,15,13,19,15,10,16
Rojo,7,18,55,12,19,7,16,13,19,15,9,16
Rojo,7,18,55,12,19,8,16,13,19,15,9,16
Rojo,7,18,55,12,19,7,16,13,20,15,9,16
Rojo,7,18,55,12,19,7,16,12,20,15,9,16
Rojo,7,17,55,12,19,7,16,12,20,15,9,16
Rojo,8,17,56,12,19,7,16,12,20,16,9,16
Rojo,8,17,56,12,19,7,16,11,19,15,9,16
Rojo,8,17,55,12,19,7,16,11,19,16,10,15
Rojo,8,17,55,12,18,7,16,11,19,16,10,15
Rojo,8,17,56,13,19,7,16,11,19,15,10,16
Rojo,8,17,56,13,19,7,16,11,19,15,10,16
Rojo,8,17,56,13,19,7,16,11,19,15,11,16
Rojo,8,17,56,13,19,7,16,11,19,15,11,16
Rojo,8,17,56,14,19,7,16,11,18,15,12,16
Rojo,7,17,55,14,19,7,16,11,18,15,13,16
Rojo,8,17,56,14,19,7,16,11,17,15,13,15
Rojo,7,17,55,15,19,7,16,11,17,15,14,16
Rojo,8,17,56,15,19,7,16,11,17,15,14,16
Rojo,8,17,56,15,19,7,16,11,17,15,15,16
Rojo,8,17,56,15,19,7,16,11,17,15,14,16
Rojo,8,17,56,15,19,7,16,12,17,15,14,17
Rojo,8,17,56,14,19,7,16,12,17,15,14,16
Rojo,8,17,56,14,19,7,16,12,17,15,14,16
Rojo,8,18,55,14,19,7,16,12,17,15,14,16
Rojo,7,18,55,14,19,7,16,13,17,16,14,15
Rojo,8,18,55,14,19,7,16,13,17,15,13,16
Rojo,7,18,54,14,19,7,16,13,18,16,13,15
Rojo,7,18,55,13,19,7,16,13,18,16,12,14
Rojo,8,17,55,13,19,8,16,13,18,16,12,15
Rojo,7,18,55,13,19,8,16,12,18,16,12,15
Rojo,7,18,55,13,19,8,16,12,18,16,12,15
Rojo,7,18,54,14,19,8,16,12,18,16,13,15
Rojo,7,18,54,14,19,8,16,12,18,15,13,15
Rojo,7,18,54,14,19,8,16,11,18,15,13,15
Rojo,7,18,54,14,19,8,16,11,18,16,13,16
Rojo,7,18,54,14,19,8,16,11,18,15,13,16
Rojo,7,19,54,14,19,8,16,11,18,16,13,15
Rojo,7,19,54,14,19,8,16,11,17,16,14,15
Rojo,7,19,53,14,19,8,16,11,17,16,14,15
Rojo,7,19,53,14,19,8,16,11,17,16,14,15
Rojo,7,19,53,14,19,8,16,11,17,16,14,16
Rojo,7,19,53,14,19,8,16,11,17,16,14,15
Rojo,7,19,53,14,19,8,16,12,17,16,14,15
Rojo,7,18,54,14,19,7,16,12,17,16,14,15
Rojo,7,18,54,14,19,7,16,12,17,16,14,15
Rojo,7,18,54,14,19,7,16,13,17,15,14,15
Rojo,7,18,53,14,19,7,16,13,17,16,14,15
Rojo,7,19,53,14,19,8,16,13,17,15,14,16
Rojo,7,18,53,14,19,7,16,13,18,15,13,16
Rojo,7,18,53,14,19,7,16,13,18,15,13,16
Rojo,7,18,53,13,19,7,16,13,18,15,12,16
Rojo,7,18,53,13,19,7,16,13,18,15,12,16
Rojo,7,18,53,13,19,7,16,13,19,16,11,16
Rojo,7,18,54,13,19,7,16,12,19,16,11,15
Rojo,7,18,54,12,19,7,16,12,19,16,10,15
Rojo,7,18,54,12,18,7,16,12,19,16,10,15
Rojo,7,18,54,13,18,7,16,11,19,16,11,15
Rojo,7,18,54,13,18,8,16,11,18,16,11,15
Rojo,7,18,54,13,18,8,16,11,18,16,11,15
Rojo,7,18,54,14,18,8,16,11,18,16,12,15
Rojo,8,17,55,14,18,7,16,10,18,16,12,14
Verde,7,17,55,14,18,7,16,11,17,16,13,14
Verde,7,17,55,14,18,8,16,11,17,16,13,14
Verde,8,17,55,15,19,7,16,11,17,16,14,15
Verde,7,17,55,14,18,8,16,12,17,16,13,14
Verde,8,28,27,14,17,11,16,6,16,17,17,14
Verde,8,28,27,14,17,11,16,6,16,17,17,14
Verde,8,28,27,13,17,11,16,6,16,17,17,14
Verde,8,28,27,13,17,11,16,6,16,17,17,14
Verde,8,28,27,13,17,11,16,6,16,17,17,14
Verde,8,28,27,13,16,11,16,6,16,17,17,14
Verde,8,28,27,13,17,11,16,5,16,17,17,13
Verde,8,28,27,13,16,11,17,5,16,17,17,13
Verde,8,28,27,13,16,11,17,5,16,17,17,13
Verde,8,28,27,13,16,11,17,5,16,17,16,13
Verde,8,29,28,13,16,11,17,5,16,17,16,13
Verde,8,29,28,13,16,11,17,5,16,17,16,13
Verde,8,29,28,13,16,11,17,5,16,17,16,13
Verde,8,29,28,13,16,12,17,5,16,17,16,13
Verde,8,29,28,13,16,12,17,5,16,17,16,13
Verde,8,29,28,13,16,12,17,5,16,17,17,13
Verde,8,29,28,13,16,12,17,5,16,17,17,13
Verde,8,29,28,13,15,12,17,5,16,17,17,13
Verde,8,29,28,13,16,12,16,5,16,17,17,13
Verde,8,29,28,14,15,12,16,5,16,17,17,13
Verde,8,28,28,14,15,12,16,5,16,17,17,13
Verde,9,28,28,13,15,12,16,5,16,17,17,13
Verde,8,28,28,13,15,12,16,5,16,17,17,13
Verde,8,28,28,14,15,12,16,5,16,17,17,13
Verde,8,28,28,14,15,12,16,5,16,17,17,13
Verde,9,28,28,14,15,12,16,5,17,17,17,13
Verde,9,28,28,14,15,12,16,5,17,17,17,13
Verde,9,28,28,14,15,12,16,4,17,18,17,13
Verde,9,28,28,14,15,12,16,5,16,18,17,13
Verde,9,28,28,14,15,12,16,5,17,18,17,13
Verde,9,27,28,14,15,12,16,5,17,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,13,15,12,16,5,16,18,17,13
Verde,8,27,28,13,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,15,12,16,5,16,18,17,13
Verde,8,27,28,14,16,12,16,5,16,18,17,13
Verde,8,27,28,14,16,12,16,5,16,18,17,13
Verde,8,27,28,13,16,12,16,5,16,18,17,13
Verde,8,27,28,14,16,12,16,5,16,18,17,13
Verde,8,27,28,14,16,12,16,5,16,18,17,13
Verde,8,27,28,14,16,12,16,5,16,18,17,13
Verde,8,27,28,14,16,11,16,5,16,18,17,13
Verde,8,27,27,14,16,11,16,5,16,18,17,13
Verde,8,27,28,14,16,11,16,5,16,18,17,13
Verde,8,27,27,14,16,11,16,5,16,18,17,13
Verde,8,27,27,14,16,11,16,5,16,18,17,13
Verde,8,28,27,14,16,11,16,5,16,18,17,13
Verde,8,28,27,14,16,11,16,5,16,18,17,13
Verde,8,27,27,14,16,11,16,5,16,17,17,13
Verde,8,28,27,14,16,11,16,5,16,17,17,13
Verde,8,28,27,14,16,11,16,5,16,17,17,13
Verde,8,28,27,14,16,11,16,5,16,17,17,14
Verde,8,28,27,14,17,11,16,6,16,17,17,14
Verde,8,28,27,14,17,11,16,6,16,17,17,14
Verde,8,28,27,14,17,11,16,6,16,17,17,14
Amarillo,8,28,27,14,17,11,16,6,16,17,17,14
Amarillo,8,28,27,14,17,11,16,6,16,17,17,14
Amarillo,8,28,27,14,17,11,16,6,16,17,17,14
Amarillo,8,28,27,14,17,11,16,6,16,17,17,14
Amarillo,8,28,27,14,17,11,16,6,16,17,17,14
Amarillo,6,20,35,15,17,6,16,16,17,16,18,16
Amarillo,6,20,35,15,17,6,16,16,17,16,17,16
Amarillo,6,20,35,15,17,6,16,16,17,15,17,16
Amarillo,6,20,34,14,17,7,16,16,17,15,17,17
Amarillo,6,20,34,14,17,7,17,16,18,15,17,17
Amarillo,6,20,34,14,17,7,17,15,18,15,17,17
Amarillo,6,20,34,14,17,7,17,15,18,15,17,17
Amarillo,6,20,34,14,17,7,17,15,18,16,17,17
Amarillo,7,19,34,14,17,6,18,15,18,16,17,17
Amarillo,7,19,35,13,16,6,18,14,18,16,17,17
Amarillo,7,18,35,13,16,6,18,14,18,16,17,17
Amarillo,7,18,35,13,16,6,19,13,18,16,17,17
Amarillo,7,16,35,13,16,6,19,13,18,17,16,17
Amarillo,8,15,35,13,15,6,20,12,19,17,16,17
Amarillo,8,14,36,13,15,5,20,11,18,18,16,17
Amarillo,9,13,36,13,15,5,20,10,18,18,16,17
Amarillo,11,11,37,14,14,5,20,10,18,19,16,18
Amarillo,13,9,38,14,13,6,20,10,17,20,17,18
Amarillo,16,7,40,15,12,6,18,13,16,21,17,19
Amarillo,15,7,39,14,13,6,15,13,18,20,16,19
Amarillo,13,9,38,14,14,5,13,11,18,19,16,19
Amarillo,11,11,37,14,15,4,13,10,18,18,16,18
Amarillo,10,12,36,15,16,4,13,10,17,17,16,18
Amarillo,9,14,36,16,16,4,13,10,16,17,16,17
Amarillo,8,15,35,16,16,5,13,11,17,16,15,17
Amarillo,7,15,35,16,17,5,14,12,16,16,15,17
Amarillo,7,17,35,16,17,5,14,12,16,16,15,17
Amarillo,7,18,35,16,17,6,14,13,16,16,15,17
Amarillo,7,18,35,16,17,6,14,13,16,16,15,17
Amarillo,7,19,34,16,17,6,15,13,16,15,15,17
Amarillo,7,19,34,16,17,6,15,14,16,15,15,17
Amarillo,7,20,34,16,17,6,15,14,16,15,15,17
Amarillo,7,20,34,16,17,6,15,15,16,15,15,17
Amarillo,7,20,34,16,17,6,15,15,16,15,15,17
Amarillo,7,20,34,16,17,6,16,15,16,15,14,17
Amarillo,7,20,35,16,17,6,16,15,16,15,14,16
Amarillo,7,20,35,16,17,6,16,16,17,15,14,16
Amarillo,7,20,35,15,17,6,16,16,17,16,14,16
Amarillo,7,20,35,15,17,6,17,16,17,15,14,16
Amarillo,6,20,35,15,17,6,17,16,17,15,14,16
Amarillo,6,20,35,14,17,6,17,16,18,15,14,16
Amarillo,6,20,35,14,17,7,17,16,18,16,14,16
Amarillo,6,20,35,14,17,7,18,16,18,16,14,16
Amarillo,7,19,35,14,17,6,18,16,19,16,14,16
Amarillo,7,19,35,13,16,6,18,16,19,16,14,16
Amarillo,7,18,35,13,16,6,19,16,19,16,14,16
Amarillo,7,18,35,13,16,6,19,15,19,17,14,16
Amarillo,7,16,36,12,15,6,20,14,20,17,14,15
Amarillo,7,15,36,12,15,6,20,14,20,18,13,15
Amarillo,8,15,36,12,15,6,21,13,20,18,13,15
Amarillo,9,14,37,12,14,6,21,11,20,19,13,15
Amarillo,10,12,38,12,13,6,22,10,20,20,13,14
Amarillo,12,10,39,12,13,6,21,10,20,21,14,13
Amarillo,14,7,41,12,12,7,20,10,19,23,15,13
Amarillo,20,6,44,14,10,9,17,14,17,25,16,11
Amarillo,18,6,43,13,11,8,14,13,18,24,17,11
Amarillo,14,8,41,14,13,6,11,11,17,22,18,13
Amarillo,12,10,39,15,14,5,11,10,16,20,19,13
Amarillo,11,12,38,15,15,5,11,11,16,19,19,14
Amarillo,9,13,37,16,15,5,11,12,15,19,19,15
Amarillo,8,14,37,16,15,5,12,12,15,18,19,15
Amarillo,8,15,36,16,16,5,12,13,15,17,19,15
Amarillo,7,16,36,16,16,5,13,14,15,16,19,16
Amarillo,7,17,35,16,16,6,13,14,15,16,18,16
Amarillo,7,18,35,16,16,6,14,14,15,16,18,16
Amarillo,7,19,35,16,17,6,14,15,15,16,18,16
Verde,7,19,35,16,17,6,14,15,16,16,18,16
Verde,7,19,35,16,17,6,14,15,16,16,18,16
Verde,7,20,35,15,17,6,15,15,16,16,18,16
Verde,7,20,35,15,17,6,15,15,16,16,18,16
Verde,6,20,35,15,17,6,15,16,16,16,18,16
Verde,6,20,35,15,17,6,15,16,17,16,18,16
Verde,7,28,31,14,18,14,16,7,16,15,17,17
Verde,7,28,31,14,18,15,16,7,16,15,17,17
Verde,7,28,31,14,18,14,16,7,16,15,17,17
Verde,7,28,31,14,18,14,16,7,16,15,16,17
Verde,7,28,31,14,18,14,16,7,16,15,16,17
Verde,7,28,31,14,18,14,16,6,16,15,16,17
Verde,7,28,31,14,18,14,16,6,16,15,16,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,14,18,14,16,6,16,15,17,17
Verde,7,28,31,15,18,14,16,6,16,15,17,17
Verde,7,28,31,15,18,15,16,6,16,15,16,17
Verde,7,28,31,15,18,15,16,6,16,15,17,17
Verde,7,28,31,15,18,15,16,6,16,15,17,17
Verde,7,28,31,15,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,17
Verde,7,28,31,14,18,15,16,6,16,15,17,16
Verde,7,28,31,14,18,15,16,6,16,15,17,16
Verde,7,28,31,14,18,15,16,6,16,15,17,16
Verde,7,28,31,14,17,15,16,6,16,15,17,16
Verde,7,28,31,14,17,15,16,6,16,15,17,16
Verde,7,28,30,14,17,15,16,6,16,15,17,16
Verde,7,28,30,14,17,15,16,6,16,15,17,16
Verde,7,28,30,14,17,15,16,6,16,15,17,16
Verde,7,28,30,14,17,15,16,7,16,15,17,16
Verde,7,28,30,14,17,15,16,6,16,15,17,16
Verde,7,28,30,14,17,15,16,7,16,15,17,16
Verde,7,28,30,14,17,14,16,7,16,15,17,16
Verde,7,28,30,14,17,14,16,7,16,15,17,16
