Target,0,1,2,3,4,5,6,7,8,9,10,11
107,19,7,37,10,20,5,14,6,20,14,15,17
108,19,7,37,9,20,5,14,6,21,14,15,17
109,19,7,37,9,20,5,14,6,20,13,15,17
110,19,7,37,9,20,5,14,7,21,13,15,17
111,19,7,37,8,21,5,14,7,21,13,15,17
112,19,7,37,8,21,5,14,7,21,13,15,18
113,19,7,37,9,21,5,15,7,21,13,15,18
114,19,7,37,8,21,5,15,7,21,12,15,18
115,18,7,37,8,21,5,15,7,21,12,15,18
116,19,7,37,9,21,5,15,7,21,12,15,18
117,18,7,37,9,21,5,15,7,21,12,15,18
118,18,8,37,9,21,5,16,6,21,12,15,18
119,17,8,37,9,21,5,16,6,21,12,15,18
120,17,8,37,9,22,6,16,6,21,12,16,18
121,17,8,37,9,22,6,16,6,21,12,16,18
122,17,8,37,10,22,6,16,6,20,12,16,18
123,17,8,37,9,22,6,16,6,20,12,16,18
124,16,8,37,10,21,6,16,5,20,12,16,18
125,16,8,37,9,21,6,16,6,21,12,16,18
126,17,8,37,9,21,6,15,5,21,12,16,18
127,18,7,37,9,22,5,15,5,21,12,16,18
128,18,7,37,9,21,5,15,5,21,12,17,17
129,19,7,37,9,21,5,15,5,21,12,17,17
130,20,7,37,9,21,5,15,5,21,12,17,17
131,20,7,37,9,21,5,15,5,20,12,17,17
132,21,7,37,9,21,5,15,5,21,12,17,17
133,20,7,37,9,21,5,15,4,20,13,17,17
134,21,7,37,9,21,5,15,4,20,13,17,17
135,21,7,37,9,21,4,16,4,20,13,17,17
136,21,7,36,9,20,4,16,5,20,14,17,17
137,21,7,36,9,20,4,16,5,20,14,17,17
138,21,7,36,10,20,4,16,5,20,14,17,17
139,21,7,36,10,20,4,17,5,20,14,17,17
140,21,7,36,9,19,4,17,5,20,15,17,17
141,20,7,36,9,19,4,17,5,20,15,17,16
142,21,7,36,10,19,4,17,5,19,15,17,16
143,21,7,36,10,19,4,18,5,19,15,17,16
144,7,15,40,13,16,5,16,10,20,17,14,15
145,7,15,40,13,16,5,16,11,20,17,14,15
146,7,14,40,13,16,5,16,11,20,17,14,15
147,7,14,40,12,17,5,16,11,21,16,14,16
148,8,13,41,12,17,5,17,11,21,16,14,16
149,8,13,41,12,17,4,17,11,21,15,14,16
150,8,12,42,12,17,4,17,11,22,15,14,16
151,9,11,43,11,18,4,17,11,22,15,13,16
152,10,10,44,11,18,4,17,10,22,14,13,16
153,10,10,44,11,18,4,18,10,22,14,13,16
154,10,9,45,10,19,4,18,9,23,14,13,16
155,11,9,45,10,19,4,18,8,23,14,13,16
156,12,8,46,10,19,4,18,8,24,14,13,16
157,13,7,47,10,19,4,18,8,24,14,13,16
158,14,6,48,10,19,4,18,7,24,14,13,16
159,15,5,49,10,20,4,18,7,24,13,13,16
160,16,5,49,11,20,4,17,7,22,12,14,17
161,17,5,50,12,21,4,17,7,21,11,14,17
162,17,5,50,12,21,4,16,7,20,11,15,17
163,17,5,49,13,20,4,16,6,19,13,15,16
164,17,5,49,14,20,4,15,7,18,12,16,16
165,15,5,49,15,19,4,14,7,17,13,16,16
166,14,6,48,15,20,4,14,7,17,13,17,16
167,13,7,47,16,19,4,14,7,16,14,7,16
168,12,7,46,16,19,4,14,8,16,13,17,17
169,12,8,45,16,19,4,14,8,16,13,17,16
170,11,9,45,16,18,4,14,8,16,14,17,16
171,11,9,45,16,18,4,14,9,16,14,16,16
172,10,10,44,16,18,4,14,9,16,14,17,16
173,9,11,43,16,18,4,15,9,16,15,17,16
174,9,12,42,16,18,4,15,9,16,15,17,16
175,8,13,41,16,17,4,15,9,16,16,16,16
176,8,13,41,16,17,4,16,9,16,16,16,16
177,8,14,40,16,16,5,16,9,16,16,16,16
178,7,14,40,16,16,5,16,9,16,17,16,15
179,7,14,40,16,16,5,16,9,16,17,16,15
180,7,14,40,16,16,5,16,9,16,17,16,15
181,7,14,40,16,16,5,16,9,16,17,16,15
182,7,14,40,16,16,5,17,9,16,17,16,15
183,7,14,40,6,16,5,17,9,16,16,16,15
184,8,13,41,16,16,5,17,9,16,16,16,15
185,8,13,41,15,16,4,17,9,17,17,16,15
186,8,13,41,15,17,4,18,8,17,16,16,15
187,9,12,42,14,17,4,18,8,18,16,16,15
188,9,11,43,14,16,4,18,8,19,17,15,15
189,10,10,44,13,17,4,19,8,20,16,15,15
190,11,9,45,12,17,4,19,8,21,15,14,16
191,11,9,45,12,17,4,19,8,21,16,14,15
192,12,8,46,12,17,3,19,7,21,16,14,15
193,13,7,47,12,18,3,19,7,21,15,14,16
194,14,6,48,12,19,3,19,7,21,14,15,16
195,15,5,49,11,19,3,19,7,21,14,14,16
196,18,4,50,10,19,3,18,8,22,14,14,16
197,19,4,50,11,19,4,17,8,22,14,14,16
198,20,4,50,12,20,4,16,8,20,13,15,16
199,20,4,50,13,20,4,15,8,20,13,15,16
200,18,4,50,14,20,4,14,8,18,13,16,16
201,15,5,49,14,19,4,14,7,19,13,16,16
202,14,6,48,13,19,4,13,7,19,14,15,16
203,13,7,47,14,18,4,13,7,18,15,15,16
204,12,7,46,14,18,4,13,7,18,15,15,16
205,11,8,45,14,17,4,13,8,18,16,15,15
206,11,9,45,14,17,4,13,8,18,15,16,15
207,10,10,44,14,17,4,14,8,19,16,15,15
208,9,11,42,13,16,4,14,8,20,17,15,15
209,9,12,42,13,17,4,14,9,20,16,14,15
210,8,13,41,13,17,4,15,9,20,16,14,15
211,8,13,41,12,16,4,15,10,20,17,14,15
212,8,14,40,13,16,4,15,10,20,17,14,15
213,7,14,40,13,16,5,16,10,20,17,14,15
214,7,14,40,13,16,5,16,10,20,17,14,15
215,7,15,40,13,16,5,16,10,20,17,14,15
216,8,17,55,14,19,7,16,12,18,16,13,15
217,8,17,55,14,19,8,16,12,18,15,12,16
218,7,18,55,13,19,8,16,13,18,15,12,16
219,7,18,55,13,19,8,15,13,18,15,11,16
220,7,18,55,13,19,8,15,13,19,15,11,16
221,7,18,55,12,19,8,15,13,19,15,10,17
222,7,18,55,12,19,7,15,13,19,15,10,16
223,7,18,55,12,19,7,16,13,19,15,9,16
224,7,18,55,12,19,8,16,13,19,15,9,16
225,7,18,55,12,19,7,16,13,20,15,9,16
226,7,18,55,12,19,7,16,12,20,15,9,16
227,7,17,55,12,19,7,16,12,20,15,9,16
228,8,17,56,12,19,7,16,12,20,16,9,16
229,8,17,56,12,19,7,16,11,19,15,9,16
230,8,17,55,12,19,7,16,11,19,16,10,15
231,8,17,55,12,18,7,16,11,19,16,10,15
232,8,17,56,13,19,7,16,11,19,15,10,16
233,8,17,56,13,19,7,16,11,19,15,10,16
234,8,17,56,13,19,7,16,11,19,15,11,16
235,8,17,56,13,19,7,16,11,19,15,11,16
236,8,17,56,14,19,7,16,11,18,15,12,16
237,7,17,55,14,19,7,16,11,18,15,13,16
238,8,17,56,14,19,7,16,11,17,15,13,15
239,7,17,55,15,19,7,16,11,17,15,14,16
240,8,17,56,15,19,7,16,11,17,15,14,16
241,8,17,56,15,19,7,16,11,17,15,15,16
242,8,17,56,15,19,7,16,11,17,15,14,16
243,8,17,56,15,19,7,16,12,17,15,14,17
244,8,17,56,14,19,7,16,12,17,15,14,16
245,8,17,56,14,19,7,16,12,17,15,14,16
246,8,18,55,14,19,7,16,12,17,15,14,16
247,7,18,55,14,19,7,16,13,17,16,14,15
248,8,18,55,14,19,7,16,13,17,15,13,16
249,7,18,54,14,19,7,16,13,18,16,13,15
250,7,18,55,13,19,7,16,13,18,16,12,14
251,8,17,55,13,19,8,16,13,18,16,12,15
252,7,18,55,13,19,8,16,12,18,16,12,15
253,7,18,55,13,19,8,16,12,18,16,12,15
254,7,18,54,14,19,8,16,12,18,16,13,15
255,7,18,54,14,19,8,16,12,18,15,13,15
256,7,18,54,14,19,8,16,11,18,15,13,15
257,7,18,54,14,19,8,16,11,18,16,13,16
258,7,18,54,14,19,8,16,11,18,15,13,16
259,7,19,54,14,19,8,16,11,18,16,13,15
260,7,19,54,14,19,8,16,11,17,16,14,15
261,7,19,53,14,19,8,16,11,17,16,14,15
262,7,19,53,14,19,8,16,11,17,16,14,15
263,7,19,53,14,19,8,16,11,17,16,14,16
264,7,19,53,14,19,8,16,11,17,16,14,15
265,7,19,53,14,19,8,16,12,17,16,14,15
266,7,18,54,14,19,7,16,12,17,16,14,15
267,7,18,54,14,19,7,16,12,17,16,14,15
268,7,18,54,14,19,7,16,13,17,15,14,15
269,7,18,53,14,19,7,16,13,17,16,14,15
270,7,19,53,14,19,8,16,13,17,15,14,16
271,7,18,53,14,19,7,16,13,18,15,13,16
272,7,18,53,14,19,7,16,13,18,15,13,16
273,7,18,53,13,19,7,16,13,18,15,12,16
274,7,18,53,13,19,7,16,13,18,15,12,16
275,7,18,53,13,19,7,16,13,19,16,11,16
276,7,18,54,13,19,7,16,12,19,16,11,15
277,7,18,54,12,19,7,16,12,19,16,10,15
278,7,18,54,12,18,7,16,12,19,16,10,15
279,7,18,54,13,18,7,16,11,19,16,11,15
280,7,18,54,13,18,8,16,11,18,16,11,15
281,7,18,54,13,18,8,16,11,18,16,11,15
282,7,18,54,14,18,8,16,11,18,16,12,15
283,8,17,55,14,18,7,16,10,18,16,12,14
284,7,17,55,14,18,7,16,11,17,16,13,14
285,7,17,55,14,18,8,16,11,17,16,13,14
286,8,17,55,15,19,7,16,11,17,16,14,15
287,7,17,55,14,18,8,16,12,17,16,13,14
288,8,28,27,14,17,11,16,6,16,17,17,14
289,8,28,27,14,17,11,16,6,16,17,17,14
290,8,28,27,13,17,11,16,6,16,17,17,14
291,8,28,27,13,17,11,16,6,16,17,17,14
292,8,28,27,13,17,11,16,6,16,17,17,14
293,8,28,27,13,16,11,16,6,16,17,17,14
294,8,28,27,13,17,11,16,5,16,17,17,13
295,8,28,27,13,16,11,17,5,16,17,17,13
296,8,28,27,13,16,11,17,5,16,17,17,13
297,8,28,27,13,16,11,17,5,16,17,16,13
298,8,29,28,13,16,11,17,5,16,17,16,13
299,8,29,28,13,16,11,17,5,16,17,16,13
300,8,29,28,13,16,11,17,5,16,17,16,13
301,8,29,28,13,16,12,17,5,16,17,16,13
302,8,29,28,13,16,12,17,5,16,17,16,13
303,8,29,28,13,16,12,17,5,16,17,17,13
304,8,29,28,13,16,12,17,5,16,17,17,13
305,8,29,28,13,15,12,17,5,16,17,17,13
306,8,29,28,13,16,12,16,5,16,17,17,13
307,8,29,28,14,15,12,16,5,16,17,17,13
308,8,28,28,14,15,12,16,5,16,17,17,13
309,9,28,28,13,15,12,16,5,16,17,17,13
310,8,28,28,13,15,12,16,5,16,17,17,13
311,8,28,28,14,15,12,16,5,16,17,17,13
312,8,28,28,14,15,12,16,5,16,17,17,13
313,9,28,28,14,15,12,16,5,17,17,17,13
314,9,28,28,14,15,12,16,5,17,17,17,13
315,9,28,28,14,15,12,16,4,17,18,17,13
316,9,28,28,14,15,12,16,5,16,18,17,13
317,9,28,28,14,15,12,16,5,17,18,17,13
318,9,27,28,14,15,12,16,5,17,18,17,13
319,8,27,28,14,15,12,16,5,16,18,17,13
320,8,27,28,14,15,12,16,5,16,18,17,13
321,8,27,28,14,15,12,16,5,16,18,17,13
322,8,27,28,14,15,12,16,5,16,18,17,13
323,8,27,28,14,15,12,16,5,16,18,17,13
324,8,27,28,14,15,12,16,5,16,18,17,13
325,8,27,28,14,15,12,16,5,16,18,17,13
326,8,27,28,14,15,12,16,5,16,18,17,13
327,8,27,28,14,15,12,16,5,16,18,17,13
328,8,27,28,14,15,12,16,5,16,18,17,13
329,8,27,28,14,15,12,16,5,16,18,17,13
330,8,27,28,14,15,12,16,5,16,18,17,13
331,8,27,28,13,15,12,16,5,16,18,17,13
332,8,27,28,13,15,12,16,5,16,18,17,13
333,8,27,28,14,15,12,16,5,16,18,17,13
334,8,27,28,14,15,12,16,5,16,18,17,13
335,8,27,28,14,16,12,16,5,16,18,17,13
336,8,27,28,14,16,12,16,5,16,18,17,13
337,8,27,28,13,16,12,16,5,16,18,17,13
338,8,27,28,14,16,12,16,5,16,18,17,13
339,8,27,28,14,16,12,16,5,16,18,17,13
340,8,27,28,14,16,12,16,5,16,18,17,13
341,8,27,28,14,16,11,16,5,16,18,17,13
342,8,27,27,14,16,11,16,5,16,18,17,13
343,8,27,28,14,16,11,16,5,16,18,17,13
344,8,27,27,14,16,11,16,5,16,18,17,13
345,8,27,27,14,16,11,16,5,16,18,17,13
346,8,28,27,14,16,11,16,5,16,18,17,13
347,8,28,27,14,16,11,16,5,16,18,17,13
348,8,27,27,14,16,11,16,5,16,17,17,13
349,8,28,27,14,16,11,16,5,16,17,17,13
350,8,28,27,14,16,11,16,5,16,17,17,13
351,8,28,27,14,16,11,16,5,16,17,17,14
352,8,28,27,14,17,11,16,6,16,17,17,14
353,8,28,27,14,17,11,16,6,16,17,17,14
354,8,28,27,14,17,11,16,6,16,17,17,14
355,8,28,27,14,17,11,16,6,16,17,17,14
356,8,28,27,14,17,11,16,6,16,17,17,14
357,8,28,27,14,17,11,16,6,16,17,17,14
358,8,28,27,14,17,11,16,6,16,17,17,14
359,8,28,27,14,17,11,16,6,16,17,17,14
360,6,20,35,15,17,6,16,16,17,16,18,16
361,6,20,35,15,17,6,16,16,17,16,17,16
362,6,20,35,15,17,6,16,16,17,15,17,16
363,6,20,34,14,17,7,16,16,17,15,17,17
364,6,20,34,14,17,7,17,16,18,15,17,17
365,6,20,34,14,17,7,17,15,18,15,17,17
366,6,20,34,14,17,7,17,15,18,15,17,17
367,6,20,34,14,17,7,17,15,18,16,17,17
368,7,19,34,14,17,6,18,15,18,16,17,17
369,7,19,35,13,16,6,18,14,18,16,17,17
370,7,18,35,13,16,6,18,14,18,16,17,17
371,7,18,35,13,16,6,19,13,18,16,17,17
372,7,16,35,13,16,6,19,13,18,17,16,17
373,8,15,35,13,15,6,20,12,19,17,16,17
374,8,14,36,13,15,5,20,11,18,18,16,17
375,9,13,36,13,15,5,20,10,18,18,16,17
376,11,11,37,14,14,5,20,10,18,19,16,18
377,13,9,38,14,13,6,20,10,17,20,17,18
378,16,7,40,15,12,6,18,13,16,21,17,19
379,15,7,39,14,13,6,15,13,18,20,16,19
380,13,9,38,14,14,5,13,11,18,19,16,19
381,11,11,37,14,15,4,13,10,18,18,16,18
382,10,12,36,15,16,4,13,10,17,17,16,18
383,9,14,36,16,16,4,13,10,16,17,16,17
384,8,15,35,16,16,5,13,11,17,16,15,17
385,7,15,35,16,17,5,14,12,16,16,15,17
386,7,17,35,16,17,5,14,12,16,16,15,17
387,7,18,35,16,17,6,14,13,16,16,15,17
388,7,18,35,16,17,6,14,13,16,16,15,17
389,7,19,34,16,17,6,15,13,16,15,15,17
390,7,19,34,16,17,6,15,14,16,15,15,17
391,7,20,34,16,17,6,15,14,16,15,15,17
392,7,20,34,16,17,6,15,15,16,15,15,17
393,7,20,34,16,17,6,15,15,16,15,15,17
394,7,20,34,16,17,6,16,15,16,15,14,17
395,7,20,35,16,17,6,16,15,16,15,14,16
396,7,20,35,16,17,6,16,16,17,15,14,16
397,7,20,35,15,17,6,16,16,17,16,14,16
398,7,20,35,15,17,6,17,16,17,15,14,16
399,6,20,35,15,17,6,17,16,17,15,14,16
400,6,20,35,14,17,6,17,16,18,15,14,16
401,6,20,35,14,17,7,17,16,18,16,14,16
402,6,20,35,14,17,7,18,16,18,16,14,16
403,7,19,35,14,17,6,18,16,19,16,14,16
404,7,19,35,13,16,6,18,16,19,16,14,16
405,7,18,35,13,16,6,19,16,19,16,14,16
406,7,18,35,13,16,6,19,15,19,17,14,16
407,7,16,36,12,15,6,20,14,20,17,14,15
408,7,15,36,12,15,6,20,14,20,18,13,15
409,8,15,36,12,15,6,21,13,20,18,13,15
410,9,14,37,12,14,6,21,11,20,19,13,15
411,10,12,38,12,13,6,22,10,20,20,13,14
412,12,10,39,12,13,6,21,10,20,21,14,13
413,14,7,41,12,12,7,20,10,19,23,15,13
414,20,6,44,14,10,9,17,14,17,25,16,11
415,18,6,43,13,11,8,14,13,18,24,17,11
416,14,8,41,14,13,6,11,11,17,22,18,13
417,12,10,39,15,14,5,11,10,16,20,19,13
418,11,12,38,15,15,5,11,11,16,19,19,14
419,9,13,37,16,15,5,11,12,15,19,19,15
420,8,14,37,16,15,5,12,12,15,18,19,15
421,8,15,36,16,16,5,12,13,15,17,19,15
422,7,16,36,16,16,5,13,14,15,16,19,16
423,7,17,35,16,16,6,13,14,15,16,18,16
424,7,18,35,16,16,6,14,14,15,16,18,16
425,7,19,35,16,17,6,14,15,15,16,18,16
426,7,19,35,16,17,6,14,15,16,16,18,16
427,7,19,35,16,17,6,14,15,16,16,18,16
428,7,20,35,15,17,6,15,15,16,16,18,16
429,7,20,35,15,17,6,15,15,16,16,18,16
430,6,20,35,15,17,6,15,16,16,16,18,16
431,6,20,35,15,17,6,15,16,17,16,18,16
432,7,28,31,14,18,14,16,7,16,15,17,17
433,7,28,31,14,18,15,16,7,16,15,17,17
434,7,28,31,14,18,14,16,7,16,15,17,17
435,7,28,31,14,18,14,16,7,16,15,16,17
436,7,28,31,14,18,14,16,7,16,15,16,17
437,7,28,31,14,18,14,16,6,16,15,16,17
438,7,28,31,14,18,14,16,6,16,15,16,17
439,7,28,31,14,18,14,16,6,16,15,17,17
440,7,28,31,14,18,14,16,6,16,15,17,17
441,7,28,31,14,18,14,16,6,16,15,17,17
442,7,28,31,14,18,14,16,6,16,15,17,17
443,7,28,31,14,18,14,16,6,16,15,17,17
444,7,28,31,14,18,14,16,6,16,15,17,17
445,7,28,31,14,18,14,16,6,16,15,17,17
446,7,28,31,14,18,14,16,6,16,15,17,17
447,7,28,31,14,18,14,16,6,16,15,17,17
448,7,28,31,14,18,14,16,6,16,15,17,17
449,7,28,31,14,18,14,16,6,16,15,17,17
450,7,28,31,14,18,14,16,6,16,15,17,17
451,7,28,31,15,18,14,16,6,16,15,17,17
452,7,28,31,15,18,15,16,6,16,15,16,17
453,7,28,31,15,18,15,16,6,16,15,17,17
454,7,28,31,15,18,15,16,6,16,15,17,17
455,7,28,31,15,18,15,16,6,16,15,17,17
456,7,28,31,14,18,15,16,6,16,15,17,17
457,7,28,31,14,18,15,16,6,16,15,17,17
458,7,28,31,14,18,15,16,6,16,15,17,17
459,7,28,31,14,18,15,16,6,16,15,17,17
460,7,28,31,14,18,15,16,6,16,15,17,17
461,7,28,31,14,18,15,16,6,16,15,17,17
462,7,28,31,14,18,15,16,6,16,15,17,17
463,7,28,31,14,18,15,16,6,16,15,17,17
464,7,28,31,14,18,15,16,6,16,15,17,17
465,7,28,31,14,18,15,16,6,16,15,17,17
466,7,28,31,14,18,15,16,6,16,15,17,17
467,7,28,31,14,18,15,16,6,16,15,17,16
468,7,28,31,14,18,15,16,6,16,15,17,16
469,7,28,31,14,18,15,16,6,16,15,17,16
470,7,28,31,14,17,15,16,6,16,15,17,16
471,7,28,31,14,17,15,16,6,16,15,17,16
472,7,28,30,14,17,15,16,6,16,15,17,16
473,7,28,30,14,17,15,16,6,16,15,17,16
474,7,28,30,14,17,15,16,6,16,15,17,16
475,7,28,30,14,17,15,16,7,16,15,17,16
476,7,28,30,14,17,15,16,6,16,15,17,16
477,7,28,30,14,17,15,16,7,16,15,17,16
478,7,28,30,14,17,14,16,7,16,15,17,16
479,7,28,30,14,17,14,16,7,16,15,17,16
480,7,28,30,14,17,14,16,7,16,15,17,16
481,7,28,30,14,17,14,16,7,16,15,17,16
482,7,28,30,14,17,14,16,7,16,15,16,16
483,7,28,30,14,17,14,16,7,16,15,16,16
484,7,28,30,14,17,14,16,7,16,15,16,16
485,7,28,30,14,17,14,16,7,16,15,16,16
486,7,28,30,14,17,14,16,7,16,15,16,16
487,7,28,30,14,17,14,16,6,16,15,16,16
488,7,28,31,14,17,14,16,6,16,15,16,16
489,7,28,31,14,17,14,16,6,16,15,16,16
490,7,28,31,14,18,14,16,6,16,15,16,16
491,7,28,31,14,18,14,16,6,16,15,16,16
492,7,28,31,14,18,15,16,6,16,15,16,16
493,7,28,31,14,18,15,16,6,16,15,16,16
494,7,28,31,14,18,15,16,6,16,15,16,16
495,7,28,31,14,18,15,16,6,16,15,16,16
496,7,28,31,14,18,15,16,6,16,15,16,16
497,7,28,31,14,18,15,16,6,16,15,17,16
498,7,28,31,14,18,15,16,6,16,15,17,17
499,7,28,31,14,18,15,16,7,16,15,17,17
500,7,28,31,14,18,15,16,7,16,15,17,17
501,7,28,31,14,18,15,16,7,16,15,17,17
502,7,28,31,14,18,15,16,7,16,15,17,17
503,7,28,31,14,18,15,16,7,16,15,17,17
504,6,23,30,16,16,7,16,14,15,17,19,16
505,6,23,30,16,16,7,16,14,15,16,19,16
506,6,23,30,16,16,7,16,14,15,16,19,16
507,7,23,30,16,17,7,16,14,16,16,20,16
508,6,23,30,16,17,7,17,14,16,16,20,16
509,7,23,29,16,17,7,17,14,16,16,20,16
510,7,23,29,16,17,7,17,14,16,16,20,16
511,7,23,29,15,17,7,17,13,16,16,20,17
512,7,23,29,15,17,7,17,13,16,16,20,17
513,7,22,28,15,17,7,17,13,16,16,20,17
514,7,23,28,15,18,7,17,13,17,15,20,17
515,7,22,28,15,17,7,18,12,17,16,20,17
516,7,22,27,14,18,7,18,12,17,16,20,17
517,7,21,26,14,17,7,18,11,16,16,20,17
518,7,20,25,14,17,7,19,11,16,16,20,18
519,8,18,24,15,17,7,19,10,16,17,20,19
520,11,15,21,15,18,7,19,9,16,17,20,20
521,13,12,19,15,19,8,18,10,16,17,19,21
522,15,11,17,13,19,10,15,12,18,17,17,22
523,11,13,20,12,19,8,13,11,19,16,16,20
524,10,15,22,13,19,7,13,11,19,16,14,19
525,9,17,24,13,18,7,13,11,18,16,14,18
526,8,19,26,13,18,6,14,11,18,16,14,18
527,7,20,26,14,18,6,14,11,18,16,14,18
528,7,21,27,14,18,6,14,11,18,15,13,17
529,7,22,28,14,18,7,14,12,18,15,13,17
530,7,23,28,14,18,7,15,12,18,15,13,17
531,6,23,29,14,17,7,15,12,18,15,13,17
532,6,23,29,14,17,7,15,12,17,16,13,17
533,6,24,29,14,17,7,15,12,17,16,13,17
534,6,24,30,14,17,7,15,13,17,16,13,17
535,6,24,30,14,17,7,15,13,17,16,13,16
